GEOID,place,state,state_abbr,county,ua_name,ua_pop,congressio,cbg_pop,acs_pop,land_area,biome,cnpysource,tc_goal,treecanopy,tc_gap,priority_i,pctpoc,pctpocnorm,pctpov,pctpovnorm,unemplrate,unemplnorm,dep_ratio,dep_perc,depratnorm,linguistic,lingnorm,health_nor,temp_diff,temp_norm,tes,tesctyscor,holc_grade,child_perc,seniorperc,ej_disadva,rank,rankgrpsz,_bld1200,_veg1200,_tot1200,_bld1500,_veg1500,_tot1500,_bld1800,_veg1800,_tot1800
170059513002,Greenville,Illinois,IL,Bond County,"Greenville, IL",6765,IL Congressional District 15,928,1045.0,0.5267,Forest,Google,0.5,0.433,0.067,0.342870729402956,0.250717703349282,0.381489778164419,0.058704453441295,0.076829327574114,0.005722460658083,0.015430206417331,0.573795180722892,0.364593301435407,0.286897590361446,0.0,0.0,0.586637544802867,0.02,0.541710114702815,95,85.0,,0.136842105263158,0.227751196172249,,2.0,8,,,,,,,,,
170059513003,Greenville,Illinois,IL,Bond County,"Greenville, IL",6765,IL Congressional District 15,1285,1191.0,0.4235,Forest,Google,0.4,0.281,0.119,0.496605625645827,0.37951301427372,0.57746355240058,0.640144665461121,0.837787958399375,0.008032128514056,0.021658060814687,0.161951219512195,0.139378673383711,0.080975609756097,0.0,0.0,0.586637544802867,8.43,0.980187695516163,87,85.0,,0.050377833753149,0.089000839630563,,4.0,8,,,,,,,,,
170059513004,Greenville,Illinois,IL,Bond County,"Greenville, IL",6765,IL Congressional District 15,648,529.0,0.7871,Forest,Google,0.5,0.3052,0.1948,0.39092887370597,0.005671077504726,0.008629059975941,0.334593572778828,0.437898620978123,0.0,0.0,0.830449826989619,0.453686200378072,0.41522491349481,0.0,0.0,0.586637544802867,5.25,0.814389989572471,84,85.0,,0.255198487712665,0.198487712665406,,6.0,8,,,,,,,,,
170059513005,Greenville,Illinois,IL,Bond County,"Greenville, IL",6765,IL Congressional District 15,2274,2066.0,3.369,Forest,Google,0.5,0.1549,0.3451,0.443446021247495,0.429332042594385,0.653267732993048,0.597777777777778,0.782340384981894,0.0,0.0,0.252121212121212,0.20135527589545,0.126060606060606,0.0,0.0,0.586637544802867,-0.34,0.522940563086548,68,85.0,,0.132139399806389,0.069215876089061,,8.0,8,,,,,,,,,
170059514002,Greenville,Illinois,IL,Bond County,"Greenville, IL",6765,IL Congressional District 15,0,947.0,0.0053,Forest,Google,0.5,0.5958,0.0,0.208678684856515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003588087549336,0.019660652559429,0.334481406810036,-0.95,0.491136600625652,100,85.0,,0.0,0.0,,1.0,8,,,,,,,,,
170059515003,Greenville,Illinois,IL,Bond County,"Greenville, IL",6765,IL Congressional District 15,20,1247.0,0.1588,Forest,Google,0.5,0.241,0.259,0.307455886202947,0.0,0.0,0.280673616680032,0.367330994042649,0.09971098265896,0.268863542526837,0.606958762886598,0.377706495589415,0.303479381443299,0.0,0.0,0.477312948028674,-6.6,0.196558915537018,83,85.0,,0.232558139534884,0.145148356054531,,7.0,8,,,,,,,,,
170070101011,Belvidere,Illinois,IL,Boone County,"Rockford, IL",275953,IL Congressional District 16,2428,1956.0,3.0493,Forest,Google,0.5,0.1684,0.3316,0.342933007809221,0.494376278118609,0.494376278118609,0.165644171779141,0.165644171779141,0.0,0.0,0.470676691729323,0.320040899795501,0.235338345864662,0.025986761461142,0.130792873800295,0.324182808716707,1.63,0.539144471347861,77,79.0,,0.254089979550102,0.065950920245399,Yes,11.0,16,,,,,,,,,
170070101012,Belvidere,Illinois,IL,Boone County,"Rockford, IL",275953,IL Congressional District 16,1920,2270.0,0.9825,Forest,Google,0.5,0.288,0.212,0.372445889437414,0.341409691629956,0.341409691629956,0.398748323647742,0.398748323647742,0.159148936170213,0.189106382978723,0.531713900134953,0.347136563876652,0.265856950067476,0.025986761461142,0.130792873800295,0.324182808716707,-0.11,0.468926553672316,84,79.0,,0.244933920704846,0.102202643171806,Yes,3.0,16,,,,,,,,,
170070101021,Belvidere,Illinois,IL,Boone County,"Rockford, IL",275953,IL Congressional District 16,1385,1657.0,0.6261,Forest,Google,0.5,0.2108,0.2892,0.42178641451225,0.797827398913699,0.797827398913699,0.232347616173808,0.232347616173808,0.028011204481793,0.033283901796012,1.033128834355828,0.508147254073627,0.516564417177914,0.007799442896936,0.039255047307719,0.324182808716707,2.13,0.559322033898305,75,79.0,,0.435123717561859,0.073023536511768,Yes,12.0,16,,,,,,,,,
170070101022,Belvidere,Illinois,IL,Boone County,"Rockford, IL",275953,IL Congressional District 16,1453,1610.0,0.7728,Forest,Google,0.5,0.3238,0.1762,0.319231375580865,0.209937888198758,0.209937888198758,0.382313829787234,0.382313829787234,0.082494969818913,0.098023434726003,0.52317880794702,0.343478260869565,0.26158940397351,0.007799442896936,0.039255047307719,0.324182808716707,-2.07,0.389830508474576,88,79.0,,0.273291925465839,0.070186335403727,Yes,2.0,16,,,,,,,,,
